epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
13,764.224,0.70252,0.65401,0.98868,0.63423,0.63923,0.63081,0.51675,0.75296,0.89884,1.0108,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812
14,819.772,0.68275,0.61665,0.98353,0.6932,0.5717,0.63336,0.50696,0.77679,0.98849,0.99734,0.0026139,0.0008713,0.0026139,0.0008713,0.0026139,0.0008713,0.0026139,0.0008713
15,874.817,0.71317,0.60004,0.98811,0.73069,0.58739,0.64511,0.51705,0.7817,1.00657,0.99201,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614
16,928.341,0.65884,0.56368,0.96481,0.80072,0.56035,0.66775,0.54428,0.78463,0.97267,1.00027,0.0025545,0.0008515,0.0025545,0.0008515,0.0025545,0.0008515,0.0025545,0.0008515
17,988.367,0.66635,0.55745,0.96918,0.7627,0.56563,0.64821,0.52235,0.77578,1.08708,1.00166,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416
18,1042.57,0.64922,0.5417,0.97231,0.79044,0.54829,0.63743,0.50916,0.76565,1.09701,1.00166,0.0024951,0.0008317,0.0024951,0.0008317,0.0024951,0.0008317,0.0024951,0.0008317
19,1096.4,0.6525,0.54895,0.96766,0.8221,0.52079,0.58558,0.45714,0.7786,1.06994,0.98349,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218
20,1151.66,0.65901,0.53378,0.98022,0.80795,0.5503,0.60986,0.48122,0.7794,1.00463,0.97409,0.0024357,0.0008119,0.0024357,0.0008119,0.0024357,0.0008119,0.0024357,0.0008119
21,1205.53,0.62415,0.50171,0.95327,0.7918,0.5184,0.61918,0.48504,0.73035,0.95887,0.97903,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802
22,1261.19,0.63761,0.51963,0.96077,0.83385,0.53801,0.64575,0.52669,0.73284,0.98647,0.96437,0.0023763,0.0007921,0.0023763,0.0007921,0.0023763,0.0007921,0.0023763,0.0007921
23,1315.24,0.62854,0.49087,0.9485,0.90711,0.50422,0.60657,0.48552,0.73098,1.10376,0.96301,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822
24,1369.04,0.59952,0.47444,0.94856,0.67549,0.60561,0.6506,0.53934,0.71082,1.05208,0.97451,0.0023169,0.0007723,0.0023169,0.0007723,0.0023169,0.0007723,0.0023169,0.0007723
25,1422.76,0.61023,0.47521,0.94133,0.82418,0.59557,0.63969,0.53138,0.74159,1.10127,0.97801,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624
26,1476.03,0.57703,0.45121,0.92966,0.8457,0.57699,0.6407,0.53175,0.71832,1.05082,0.98252,0.0022575,0.0007525,0.0022575,0.0007525,0.0022575,0.0007525,0.0022575,0.0007525
27,1529.56,0.59519,0.47115,0.93428,0.83115,0.58162,0.64504,0.53934,0.70427,1.01257,0.98811,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426
28,1584.45,0.57753,0.44564,0.94147,0.83652,0.58422,0.63728,0.52291,0.72164,1.08786,0.97628,0.0021981,0.0007327,0.0021981,0.0007327,0.0021981,0.0007327,0.0021981,0.0007327
29,1639.24,0.5579,0.43972,0.93237,0.7671,0.62273,0.63553,0.51997,0.74272,1.09841,0.97621,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228
30,1693.37,0.57615,0.44231,0.92932,0.70291,0.62273,0.63598,0.52767,0.73085,1.09254,0.98377,0.0021387,0.0007129,0.0021387,0.0007129,0.0021387,0.0007129,0.0021387,0.0007129
31,1750.5,0.56322,0.44278,0.93217,0.78369,0.5938,0.6448,0.5285,0.76233,1.13019,0.98979,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703
32,1803.89,0.57796,0.44597,0.9331,0.75596,0.58685,0.63352,0.52022,0.73754,1.14473,0.99472,0.0020793,0.0006931,0.0020793,0.0006931,0.0020793,0.0006931,0.0020793,0.0006931
33,1859.35,0.56664,0.42602,0.93543,0.83006,0.60565,0.64376,0.52294,0.73028,1.08037,0.9936,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832
34,1912.25,0.54712,0.42019,0.92609,0.79524,0.60027,0.66153,0.534,0.76081,1.00671,1.00137,0.0020199,0.0006733,0.0020199,0.0006733,0.0020199,0.0006733,0.0020199,0.0006733
35,1968.57,0.53741,0.42714,0.91596,0.81995,0.57604,0.67411,0.55081,0.73412,1.00017,0.9927,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634
36,2028.98,0.53558,0.40006,0.92114,0.85165,0.58968,0.68346,0.56465,0.73939,0.96648,0.99626,0.0019605,0.0006535,0.0019605,0.0006535,0.0019605,0.0006535,0.0019605,0.0006535
37,2089.33,0.54029,0.40813,0.923,0.86168,0.5866,0.688,0.56788,0.75708,0.93805,1.01102,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436
38,2152.84,0.52988,0.40079,0.92773,0.82306,0.60184,0.69069,0.56733,0.71612,0.91735,1.0048,0.0019011,0.0006337,0.0019011,0.0006337,0.0019011,0.0006337,0.0019011,0.0006337
39,2207.01,0.52722,0.39811,0.92791,0.84614,0.57605,0.69043,0.571,0.70254,0.88221,1.00046,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238
40,2273.78,0.52065,0.3776,0.90996,0.78487,0.65309,0.68609,0.56688,0.73633,1.02753,0.99786,0.0018417,0.0006139,0.0018417,0.0006139,0.0018417,0.0006139,0.0018417,0.0006139
41,2326.42,0.52725,0.39427,0.91413,0.78472,0.60148,0.66173,0.54497,0.7445,1.02207,0.98729,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604
42,2382.5,0.50945,0.37442,0.90221,0.72432,0.60777,0.65123,0.54053,0.74223,1.02742,0.99041,0.0017823,0.0005941,0.0017823,0.0005941,0.0017823,0.0005941,0.0017823,0.0005941
43,2437.69,0.50446,0.38228,0.90872,0.71524,0.60148,0.62116,0.50965,0.76947,1.03842,0.99453,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842
44,2492.39,0.49405,0.3606,0.90154,0.7028,0.60777,0.62105,0.5097,0.77244,1.06148,0.98947,0.0017229,0.0005743,0.0017229,0.0005743,0.0017229,0.0005743,0.0017229,0.0005743
45,2548.96,0.52163,0.37059,0.91499,0.61896,0.61823,0.60996,0.50568,0.74385,1.11138,0.98707,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644
46,2603.03,0.49285,0.37149,0.90837,0.61532,0.62203,0.60417,0.48847,0.7676,1.12606,0.99029,0.0016635,0.0005545,0.0016635,0.0005545,0.0016635,0.0005545,0.0016635,0.0005545
47,2657.79,0.49152,0.36179,0.90219,0.64168,0.6094,0.59666,0.48446,0.78592,1.13595,0.98642,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446
48,2714.17,0.5295,0.37668,0.91858,0.70937,0.60128,0.61085,0.50041,0.78441,1.113,0.98642,0.0016041,0.0005347,0.0016041,0.0005347,0.0016041,0.0005347,0.0016041,0.0005347
49,2768.09,0.4712,0.34922,0.89938,0.74039,0.58742,0.60985,0.50375,0.76263,1.08797,0.98336,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248
50,2823.92,0.48775,0.35946,0.90135,0.72169,0.61296,0.61958,0.50792,0.78051,1.06786,0.98274,0.0015447,0.0005149,0.0015447,0.0005149,0.0015447,0.0005149,0.0015447,0.0005149
51,2877.72,0.49178,0.34685,0.89745,0.86499,0.56534,0.63993,0.51653,0.74664,1.08732,0.98033,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505
52,2932.32,0.47063,0.34302,0.89371,0.8428,0.57863,0.63937,0.52589,0.76072,1.12288,0.97129,0.0014853,0.0004951,0.0014853,0.0004951,0.0014853,0.0004951,0.0014853,0.0004951
53,2987.34,0.46516,0.34495,0.88743,0.82393,0.59035,0.64731,0.53337,0.75095,1.11637,0.97142,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852
54,3041.9,0.45486,0.32773,0.88719,0.84675,0.58297,0.64893,0.52786,0.78638,1.08165,0.98072,0.0014259,0.0004753,0.0014259,0.0004753,0.0014259,0.0004753,0.0014259,0.0004753
55,3098.69,0.46427,0.34846,0.89906,0.83407,0.5638,0.64885,0.53083,0.76031,1.10368,0.99002,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654
56,3152.99,0.46749,0.34296,0.90101,0.80819,0.57595,0.65172,0.53328,0.76861,1.13197,0.97939,0.0013665,0.0004555,0.0013665,0.0004555,0.0013665,0.0004555,0.0013665,0.0004555
57,3206.42,0.45014,0.32234,0.90237,0.86026,0.57001,0.65686,0.54009,0.76099,1.13053,0.98533,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456
58,3261.07,0.4335,0.30813,0.88225,0.81436,0.59017,0.6616,0.55058,0.76411,1.08626,0.99976,0.0013071,0.0004357,0.0013071,0.0004357,0.0013071,0.0004357,0.0013071,0.0004357
59,3316.83,0.43766,0.31257,0.89524,0.8148,0.60524,0.67414,0.55284,0.76578,1.01906,0.99817,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258
